PassengerId,HomePlanet,CryoSleep,Cabin,Destination,Age,VIP,RoomService,FoodCourt,ShoppingMall,Spa,VRDeck,Name,Transported,CabinProcessed,Num,Deck,Side,Group,GroupNum,encTransported,encCryoSleep,encSide,encVIP,MoneySpent,logMoneySpent,spentMoney,residuals,binAge,isKid,Deck_A,Deck_B,Deck_C,Deck_D,Deck_E,Deck_F,Deck_G,Deck_T,Destination_55 Cancri e,Destination_PSO J318.5-22,Destination_TRAPPIST-1e,HomePlanet_Earth,HomePlanet_Europa,HomePlanet_Mars
0008_02,Europa,True,B/1/P,TRAPPIST-1e,34.0,False,0.0,0.0,,0.0,0.0,Altardr Flatic,True,B/1/P,1.0,B,P,8.0,2.0,1.0,1.0,0.0,0.0,,,0,0.0,"(31.0, 35.0]",0,0,1,0,0,0,0,0,0,0,0,1,0,1,0
0008_03,Europa,False,B/1/P,55 Cancri e,45.0,False,39.0,7295.0,589.0,110.0,124.0,Wezena Flatic,True,B/1/P,1.0,B,P,8.0,3.0,1.0,0.0,0.0,0.0,8157.0,9.006754319877503,1,-1.0,"(41.0, 49.0]",0,0,1,0,0,0,0,0,0,1,0,0,0,1,0
0009_01,Mars,False,F/1/P,TRAPPIST-1e,32.0,False,73.0,0.0,1123.0,0.0,113.0,Berers Barne,True,F/1/P,1.0,F,P,9.0,1.0,1.0,0.0,0.0,0.0,1309.0,7.177782416195197,1,-1.0,"(31.0, 35.0]",0,0,0,0,0,0,1,0,0,0,0,1,0,0,1
0010_01,Earth,False,G/1/S,TRAPPIST-1e,48.0,False,719.0,1.0,65.0,0.0,24.0,Reney Baketton,False,G/1/S,1.0,G,S,10.0,1.0,0.0,0.0,1.0,0.0,809.0,6.697034247666484,1,0.0,"(41.0, 49.0]",0,0,0,0,0,0,0,1,0,0,0,1,1,0,0
0011_01,Earth,False,F/2/P,TRAPPIST-1e,28.0,False,8.0,974.0,12.0,2.0,7.0,Elle Bertsontry,True,F/2/P,2.0,F,P,11.0,1.0,1.0,0.0,0.0,0.0,1003.0,6.911747300251674,1,-1.0,"(27.0, 31.0]",0,0,0,0,0,0,1,0,0,0,0,1,1,0,0
0012_01,Earth,False,Null,TRAPPIST-1e,31.0,False,32.0,0.0,876.0,0.0,0.0,Justie Pooles,False,Null/nan/Null,,Null,Null,12.0,1.0,0.0,0.0,,0.0,908.0,6.812345094177479,1,0.0,"(27.0, 31.0]",0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
0014_01,Mars,False,F/3/P,55 Cancri e,27.0,False,1286.0,122.0,,0.0,0.0,Flats Eccle,False,F/3/P,3.0,F,P,14.0,1.0,0.0,0.0,0.0,0.0,,,0,0.0,"(24.0, 27.0]",0,0,0,0,0,0,1,0,0,1,0,0,0,0,1
0015_01,Earth,False,F/4/P,55 Cancri e,24.0,False,0.0,1.0,0.0,0.0,637.0,Carry Hughriend,False,F/4/P,4.0,F,P,15.0,1.0,0.0,0.0,0.0,0.0,638.0,6.459904454377535,1,0.0,"(21.0, 24.0]",0,0,0,0,0,0,1,0,0,1,0,0,1,0,0
0016_01,Mars,True,F/5/P,TRAPPIST-1e,45.0,False,0.0,0.0,0.0,0.0,0.0,Alus Upead,True,F/5/P,5.0,F,P,16.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0,0.0,"(41.0, 49.0]",0,0,0,0,0,0,1,0,0,0,0,1,0,0,1
0017_01,Earth,False,G/0/P,TRAPPIST-1e,0.0,False,0.0,0.0,0.0,0.0,0.0,Lyde Brighttt,True,G/0/P,0.0,G,P,17.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0,-1.0,"(-0.001, 13.0]",1,0,0,0,0,0,0,1,0,0,0,1,1,0,0
0017_02,Earth,False,F/6/P,55 Cancri e,14.0,False,412.0,0.0,1.0,0.0,679.0,Philda Brighttt,False,F/6/P,6.0,F,P,17.0,2.0,0.0,0.0,0.0,0.0,1092.0,6.996681488176539,1,0.0,"(13.0, 18.0]",0,0,0,0,0,0,1,0,0,1,0,0,1,0,0
0020_01,Earth,True,E/0/S,TRAPPIST-1e,1.0,False,0.0,0.0,0.0,0.0,0.0,Almary Brantuarez,False,E/0/S,0.0,E,S,20.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0,1.0,"(-0.001, 13.0]",1,0,0,0,0,1,0,0,0,0,0,1,1,0,0
0020_02,Earth,True,E/0/S,55 Cancri e,49.0,False,0.0,0.0,0.0,0.0,0.0,Glendy Brantuarez,False,E/0/S,0.0,E,S,20.0,2.0,0.0,1.0,1.0,0.0,0.0,0.0,0,1.0,"(41.0, 49.0]",0,0,0,0,0,1,0,0,0,1,0,0,1,0,0
0020_03,Earth,True,E/0/S,55 Cancri e,29.0,False,0.0,0.0,,0.0,0.0,Mollen Mcfaddennon,False,E/0/S,0.0,E,S,20.0,3.0,0.0,1.0,1.0,0.0,,,0,1.0,"(27.0, 31.0]",0,0,0,0,0,1,0,0,0,1,0,0,1,0,0
0020_04,Earth,False,E/0/S,TRAPPIST-1e,10.0,False,0.0,0.0,0.0,0.0,0.0,Breney Jacostanley,True,E/0/S,0.0,E,S,20.0,4.0,1.0,0.0,1.0,0.0,0.0,0.0,0,-1.0,"(-0.001, 13.0]",1,0,0,0,0,1,0,0,0,0,0,1,1,0,0
0020_05,Earth,True,E/0/S,PSO J318.5-22,1.0,False,,0.0,0.0,0.0,0.0,Mael Brantuarez,False,E/0/S,0.0,E,S,20.0,5.0,0.0,1.0,1.0,0.0,,,0,1.0,"(-0.001, 13.0]",1,0,0,0,0,1,0,0,0,0,1,0,1,0,0
0020_06,Earth,False,E/0/S,TRAPPIST-1e,7.0,False,0.0,0.0,0.0,0.0,0.0,Terta Mcfaddennon,False,E/0/S,0.0,E,S,20.0,6.0,0.0,0.0,1.0,0.0,0.0,0.0,0,0.0,"(-0.001, 13.0]",1,0,0,0,0,1,0,0,0,0,0,1,1,0,0
0022_01,Mars,False,D/0/P,TRAPPIST-1e,21.0,False,980.0,2.0,69.0,0.0,0.0,Null,False,D/0/P,0.0,D,P,22.0,1.0,0.0,0.0,0.0,0.0,1051.0,6.958448393297656,1,0.0,"(18.0, 21.0]",0,0,0,0,1,0,0,0,0,0,0,1,0,0,1
0024_01,Europa,True,C/2/S,TRAPPIST-1e,62.0,False,0.0,0.0,,0.0,0.0,Penton Fullided,True,C/2/S,2.0,C,S,24.0,1.0,1.0,1.0,1.0,0.0,,,0,0.0,"(49.0, 79.0]",0,0,0,1,0,0,0,0,0,0,0,1,0,1,0
0025_01,Earth,False,F/6/S,TRAPPIST-1e,15.0,False,0.0,225.0,0.0,998.0,0.0,Karard Brookenson,False,F/6/S,6.0,F,S,25.0,1.0,0.0,0.0,1.0,0.0,1223.0,7.109879463072272,1,0.0,"(13.0, 18.0]",0,0,0,0,0,0,1,0,0,0,0,1,1,0,0
0026_01,Europa,False,C/0/P,55 Cancri e,34.0,False,22.0,6073.0,0.0,1438.0,328.0,Anyoni Unconary,False,C/0/P,0.0,C,P,26.0,1.0,0.0,0.0,0.0,0.0,7861.0,8.969796305981806,1,0.0,"(31.0, 35.0]",0,0,0,1,0,0,0,0,0,1,0,0,0,1,0
0028_01,Mars,False,F/8/P,TRAPPIST-1e,43.0,False,1125.0,0.0,136.0,48.0,0.0,Ceros Mare,False,F/8/P,8.0,F,P,28.0,1.0,0.0,0.0,0.0,0.0,1309.0,7.177782416195197,1,0.0,"(41.0, 49.0]",0,0,0,0,0,0,1,0,0,0,0,1,0,0,1
0030_01,Earth,False,G/4/S,TRAPPIST-1e,32.0,False,0.0,850.0,81.0,437.0,453.0,Ginia Morsentley,False,G/4/S,4.0,G,S,30.0,1.0,0.0,0.0,1.0,0.0,1821.0,7.507690077819904,1,0.0,"(31.0, 35.0]",0,0,0,0,0,0,0,1,0,0,0,1,1,0,0
0031_01,Mars,False,F/9/P,TRAPPIST-1e,47.0,False,214.0,0.0,1411.0,0.0,1229.0,Coobix Datie,True,F/9/P,9.0,F,P,31.0,1.0,1.0,0.0,0.0,0.0,2854.0,7.956827122090111,1,-1.0,"(41.0, 49.0]",0,0,0,0,0,0,1,0,0,0,0,1,0,0,1
0031_02,Mars,False,F/9/P,TRAPPIST-1e,2.0,False,0.0,0.0,0.0,0.0,0.0,Cinets Datie,True,F/9/P,9.0,F,P,31.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0,-1.0,"(-0.001, 13.0]",1,0,0,0,0,0,1,0,0,0,0,1,0,0,1
0031_03,Mars,False,F/9/P,TRAPPIST-1e,20.0,False,,0.0,1750.0,990.0,0.0,Dontch Datie,True,F/9/P,9.0,F,P,31.0,3.0,1.0,0.0,0.0,0.0,,,0,-1.0,"(18.0, 21.0]",0,0,0,0,0,0,1,0,0,0,0,1,0,0,1
0034_01,Europa,True,D/1/S,55 Cancri e,28.0,False,0.0,0.0,0.0,0.0,0.0,Ziba Oingwhedly,True,D/1/S,1.0,D,S,34.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0,0.0,"(27.0, 31.0]",0,0,0,0,1,0,0,0,0,1,0,0,0,1,0
0035_01,Mars,False,D/1/P,55 Cancri e,23.0,False,784.0,964.0,0.0,951.0,0.0,Luse Butte,False,D/1/P,1.0,D,P,35.0,1.0,0.0,0.0,0.0,0.0,2699.0,7.90100705199242,1,0.0,"(21.0, 24.0]",0,0,0,0,1,0,0,0,0,1,0,0,0,0,1
0036_01,Earth,False,F/8/S,55 Cancri e,15.0,Null,0.0,492.0,48.0,20.0,401.0,Marina Leodger,False,F/8/S,8.0,F,S,36.0,1.0,0.0,0.0,1.0,,961.0,6.8690144506657065,1,0.0,"(13.0, 18.0]",0,0,0,0,0,0,1,0,0,1,0,0,1,0,0
0038_01,Earth,False,F/10/S,55 Cancri e,20.0,False,554.0,195.0,0.0,2606.0,0.0,Loise Wheelez,False,F/10/S,10.0,F,S,38.0,1.0,0.0,0.0,1.0,0.0,3355.0,8.118505067587098,1,0.0,"(18.0, 21.0]",0,0,0,0,0,0,1,0,0,1,0,0,1,0,0
0039_01,Earth,True,G/1/P,55 Cancri e,30.0,False,0.0,0.0,,0.0,0.0,Jorgie Batthewitt,False,G/1/P,1.0,G,P,39.0,1.0,0.0,1.0,0.0,0.0,,,0,1.0,"(27.0, 31.0]",0,0,0,0,0,0,0,1,0,1,0,0,1,0,0
0041_01,Earth,True,G/2/P,TRAPPIST-1e,17.0,False,0.0,0.0,0.0,0.0,0.0,Margia Moodsey,True,G/2/P,2.0,G,P,41.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0,0.0,"(13.0, 18.0]",0,0,0,0,0,0,0,1,0,0,0,1,1,0,0
0043_01,Europa,False,B/3/P,TRAPPIST-1e,45.0,False,0.0,164.0,45.0,2511.0,855.0,Ankalik Cylistrand,False,B/3/P,3.0,B,P,43.0,1.0,0.0,0.0,0.0,0.0,3575.0,8.182000136293405,1,0.0,"(41.0, 49.0]",0,0,1,0,0,0,0,0,0,0,0,1,0,1,0
0044_01,Earth,True,G/3/P,TRAPPIST-1e,55.0,False,0.0,0.0,0.0,0.0,0.0,Jodye Coopelandez,False,G/3/P,3.0,G,P,44.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0,1.0,"(49.0, 79.0]",0,0,0,0,0,0,0,1,0,0,0,1,1,0,0
0044_02,Earth,True,G/3/P,55 Cancri e,4.0,False,0.0,0.0,0.0,0.0,0.0,Kayne Coopelandez,True,G/3/P,3.0,G,P,44.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,0,0.0,"(-0.001, 13.0]",1,0,0,0,0,0,0,1,0,1,0,0,1,0,0
0044_03,Earth,True,G/3/P,PSO J318.5-22,21.0,False,0.0,0.0,0.0,0.0,0.0,Cassa Coopelandez,True,G/3/P,3.0,G,P,44.0,3.0,1.0,1.0,0.0,0.0,0.0,0.0,0,0.0,"(18.0, 21.0]",0,0,0,0,0,0,0,1,0,0,1,0,1,0,0
0045_01,Mars,False,F/10/P,TRAPPIST-1e,21.0,False,970.0,0.0,180.0,0.0,64.0,Zelowl Chmad,False,F/10/P,10.0,F,P,45.0,1.0,0.0,0.0,0.0,0.0,1214.0,7.102499355774649,1,0.0,"(18.0, 21.0]",0,0,0,0,0,0,1,0,0,0,0,1,0,0,1
0045_02,Mars,True,F/10/P,Null,19.0,False,0.0,0.0,0.0,0.0,0.0,Mass Chmad,True,F/10/P,10.0,F,P,45.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,0,0.0,"(18.0, 21.0]",0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
0050_01,Earth,False,E/1/S,55 Cancri e,35.0,False,790.0,0.0,0.0,,0.0,Sony Lancis,False,E/1/S,1.0,E,S,50.0,1.0,0.0,0.0,1.0,0.0,,,0,0.0,"(31.0, 35.0]",0,0,0,0,0,1,0,0,0,1,0,0,1,0,0
0051_01,Earth,False,E/2/S,TRAPPIST-1e,56.0,False,0.0,112.0,0.0,1379.0,127.0,Vivia Johnshines,False,E/2/S,2.0,E,S,51.0,1.0,0.0,0.0,1.0,0.0,1618.0,7.389563953677635,1,0.0,"(49.0, 79.0]",0,0,0,0,0,1,0,0,0,0,0,1,1,0,0
0052_01,Earth,False,G/6/S,TRAPPIST-1e,,False,4.0,0.0,2.0,4683.0,0.0,Elaney Hubbarton,False,G/6/S,6.0,G,S,52.0,1.0,0.0,0.0,1.0,0.0,4689.0,8.453187861440325,1,0.0,,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0
0053_01,Earth,False,F/11/S,TRAPPIST-1e,25.0,False,0.0,0.0,1938.0,0.0,1.0,Elson Hickerson,True,F/11/S,11.0,F,S,53.0,1.0,1.0,0.0,1.0,0.0,1939.0,7.570443252057374,1,-1.0,"(24.0, 27.0]",0,0,0,0,0,0,1,0,0,0,0,1,1,0,0
0056_01,Europa,False,A/1/S,TRAPPIST-1e,2.0,False,0.0,0.0,0.0,0.0,0.0,Okulas Tractive,True,A/1/S,1.0,A,S,56.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0,-1.0,"(-0.001, 13.0]",1,1,0,0,0,0,0,0,0,0,0,1,0,1,0
0056_02,Europa,True,A/1/S,TRAPPIST-1e,38.0,False,0.0,0.0,0.0,0.0,0.0,Instab Tractive,True,A/1/S,1.0,A,S,56.0,2.0,1.0,1.0,1.0,0.0,0.0,0.0,0,0.0,"(35.0, 41.0]",0,1,0,0,0,0,0,0,0,0,0,1,0,1,0
0056_03,Europa,False,A/1/S,TRAPPIST-1e,27.0,False,279.0,605.0,3374.0,286.0,3.0,Zinoces Tractive,True,A/1/S,1.0,A,S,56.0,3.0,1.0,0.0,1.0,0.0,4547.0,8.422442854870427,1,-1.0,"(24.0, 27.0]",0,1,0,0,0,0,0,0,0,0,0,1,0,1,0
0058_01,Earth,True,G/7/S,PSO J318.5-22,36.0,False,0.0,0.0,0.0,0.0,0.0,Warry Ayalazquez,False,G/7/S,7.0,G,S,58.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0,1.0,"(35.0, 41.0]",0,0,0,0,0,0,0,1,0,0,1,0,1,0,0
0061_01,Earth,False,F/12/S,TRAPPIST-1e,22.0,False,45.0,1096.0,148.0,1377.0,1.0,Shanya Salez,False,F/12/S,12.0,F,S,61.0,1.0,0.0,0.0,1.0,0.0,2667.0,7.889084407035514,1,0.0,"(21.0, 24.0]",0,0,0,0,0,0,1,0,0,0,0,1,1,0,0
0062_01,Earth,False,F/13/S,TRAPPIST-1e,62.0,False,0.0,592.0,0.0,17.0,25.0,Sterry Greeves,False,F/13/S,13.0,F,S,62.0,1.0,0.0,0.0,1.0,0.0,634.0,6.453624998892692,1,0.0,"(49.0, 79.0]",0,0,0,0,0,0,1,0,0,0,0,1,1,0,0
0064_01,Mars,True,F/14/S,TRAPPIST-1e,15.0,False,0.0,0.0,0.0,0.0,0.0,Null,True,F/14/S,14.0,F,S,64.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0,0.0,"(13.0, 18.0]",0,0,0,0,0,0,1,0,0,0,0,1,0,0,1
0064_02,Null,True,E/3/S,TRAPPIST-1e,33.0,False,0.0,0.0,,0.0,0.0,Colatz Keen,True,E/3/S,3.0,E,S,64.0,2.0,1.0,1.0,1.0,0.0,,,0,0.0,"(31.0, 35.0]",0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
0066_01,Earth,False,G/6/P,TRAPPIST-1e,62.0,False,1.0,153.0,197.0,0.0,460.0,Diandy Pecketton,False,G/6/P,6.0,G,P,66.0,1.0,0.0,0.0,0.0,0.0,811.0,6.699500340161678,1,0.0,"(49.0, 79.0]",0,0,0,0,0,0,0,1,0,0,0,1,1,0,0
0067_01,Earth,True,G/10/S,PSO J318.5-22,0.0,False,0.0,0.0,0.0,0.0,0.0,Ninaha Leeves,True,G/10/S,10.0,G,S,67.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0,0.0,"(-0.001, 13.0]",1,0,0,0,0,0,0,1,0,0,1,0,1,0,0
0067_02,Earth,False,G/10/S,TRAPPIST-1e,18.0,False,1.0,258.0,446.0,0.0,0.0,Celine Leeves,True,G/10/S,10.0,G,S,67.0,2.0,1.0,0.0,1.0,0.0,705.0,6.559615237493242,1,-1.0,"(13.0, 18.0]",0,0,0,0,0,0,0,1,0,0,0,1,1,0,0
0067_03,Earth,False,F/15/S,55 Cancri e,21.0,False,1946.0,37.0,0.0,0.0,24.0,Velyne Leeves,False,F/15/S,15.0,F,S,67.0,3.0,0.0,0.0,1.0,0.0,2007.0,7.60489448081162,1,0.0,"(18.0, 21.0]",0,0,0,0,0,0,1,0,0,1,0,0,1,0,0
0068_01,Mars,False,E/4/S,TRAPPIST-1e,,False,793.0,0.0,2.0,253.0,0.0,Cinst Binie,False,E/4/S,4.0,E,S,68.0,1.0,0.0,0.0,1.0,0.0,1048.0,6.955592608396297,1,0.0,,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1
0069_01,Earth,False,F/16/S,TRAPPIST-1e,42.0,False,887.0,0.0,9.0,6.0,0.0,Null,True,F/16/S,16.0,F,S,69.0,1.0,1.0,0.0,1.0,0.0,902.0,6.805722553416985,1,-1.0,"(41.0, 49.0]",0,0,0,0,0,0,1,0,0,0,0,1,1,0,0
0070_01,Earth,False,F/13/P,TRAPPIST-1e,19.0,False,190.0,0.0,5.0,1.0,726.0,Meremy Brighttt,False,F/13/P,13.0,F,P,70.0,1.0,0.0,0.0,0.0,0.0,922.0,6.827629234502852,1,0.0,"(18.0, 21.0]",0,0,0,0,0,0,1,0,0,0,0,1,1,0,0
0071_01,Earth,False,F/14/P,TRAPPIST-1e,17.0,False,16.0,2165.0,0.0,0.0,52.0,Nelly Dillines,False,F/14/P,14.0,F,P,71.0,1.0,0.0,0.0,0.0,0.0,2233.0,7.711548979629146,1,0.0,"(13.0, 18.0]",0,0,0,0,0,0,1,0,0,0,0,1,1,0,0
0072_01,Earth,False,F/17/S,TRAPPIST-1e,14.0,False,0.0,1.0,0.0,0.0,1063.0,Thell Brantuarez,False,F/17/S,17.0,F,S,72.0,1.0,0.0,0.0,1.0,0.0,1064.0,6.970730078143525,1,0.0,"(13.0, 18.0]",0,0,0,0,0,0,1,0,0,0,0,1,1,0,0
0073_01,Mars,False,D/3/P,PSO J318.5-22,37.0,False,46.0,83.0,738.0,0.0,12.0,Gorn Make,False,D/3/P,3.0,D,P,73.0,1.0,0.0,0.0,0.0,0.0,879.0,6.779921907472252,1,0.0,"(35.0, 41.0]",0,0,0,0,1,0,0,0,0,0,1,0,0,0,1
0074_01,Europa,False,C/3/S,TRAPPIST-1e,42.0,False,1.0,8397.0,0.0,0.0,506.0,Aldibah Mostedry,True,C/3/S,3.0,C,S,74.0,1.0,1.0,0.0,1.0,0.0,8904.0,9.094368195723762,1,-1.0,"(41.0, 49.0]",0,0,0,1,0,0,0,0,0,0,0,1,0,1,0
0076_01,Mars,False,F/18/S,TRAPPIST-1e,27.0,False,147.0,0.0,1018.0,0.0,0.0,Conk Dal,True,F/18/S,18.0,F,S,76.0,1.0,1.0,0.0,1.0,0.0,1165.0,7.061334366910438,1,-1.0,"(24.0, 27.0]",0,0,0,0,0,0,1,0,0,0,0,1,0,0,1
0077_01,Mars,False,F/15/P,TRAPPIST-1e,28.0,False,14.0,0.0,1295.0,0.0,0.0,Pon Blité,True,F/15/P,15.0,F,P,77.0,1.0,1.0,0.0,0.0,0.0,1309.0,7.177782416195197,1,-1.0,"(27.0, 31.0]",0,0,0,0,0,0,1,0,0,0,0,1,0,0,1
0078_01,Europa,False,C/4/S,TRAPPIST-1e,38.0,False,0.0,5840.0,0.0,321.0,9654.0,Spuri Pokerheed,False,C/4/S,4.0,C,S,78.0,1.0,0.0,0.0,1.0,0.0,15815.0,9.668777364850452,1,0.0,"(35.0, 41.0]",0,0,0,1,0,0,0,0,0,0,0,1,0,1,0
0081_01,Earth,True,G/13/S,TRAPPIST-1e,13.0,False,0.0,0.0,0.0,0.0,0.0,Dellie Vinozarks,False,G/13/S,13.0,G,S,81.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0,1.0,"(-0.001, 13.0]",1,0,0,0,0,0,0,1,0,0,0,1,1,0,0
0082_01,Mars,False,F/16/P,TRAPPIST-1e,42.0,False,7406.0,0.0,0.0,0.0,0.0,Totse Datte,False,F/16/P,16.0,F,P,82.0,1.0,0.0,0.0,0.0,0.0,7406.0,8.91018077801329,1,0.0,"(41.0, 49.0]",0,0,0,0,0,0,1,0,0,0,0,1,0,0,1
0082_02,Mars,True,F/16/P,TRAPPIST-1e,2.0,False,0.0,0.0,0.0,0.0,0.0,Eaturs Datte,True,F/16/P,16.0,F,P,82.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,0,0.0,"(-0.001, 13.0]",1,0,0,0,0,0,1,0,0,0,0,1,0,0,1
0082_03,Mars,False,F/16/P,TRAPPIST-1e,8.0,False,0.0,0.0,0.0,0.0,0.0,Null,True,F/16/P,16.0,F,P,82.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0,-1.0,"(-0.001, 13.0]",1,0,0,0,0,0,1,0,0,0,0,1,0,0,1
0084_01,Earth,False,G/14/S,TRAPPIST-1e,24.0,False,688.0,0.0,0.0,0.0,17.0,Coren Coopezmaney,True,G/14/S,14.0,G,S,84.0,1.0,1.0,0.0,1.0,0.0,705.0,6.559615237493242,1,-1.0,"(21.0, 24.0]",0,0,0,0,0,0,0,1,0,0,0,1,1,0,0
0085_01,Europa,True,C/5/S,TRAPPIST-1e,40.0,False,0.0,0.0,0.0,0.0,0.0,Furudah Ellcefulve,True,C/5/S,5.0,C,S,85.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0,0.0,"(35.0, 41.0]",0,0,0,1,0,0,0,0,0,0,0,1,0,1,0
0086_01,Earth,False,F/17/P,TRAPPIST-1e,43.0,False,211.0,0.0,0.0,638.0,513.0,Jodye Kinson,False,F/17/P,17.0,F,P,86.0,1.0,0.0,0.0,0.0,0.0,1362.0,7.217443431696533,1,0.0,"(41.0, 49.0]",0,0,0,0,0,0,1,0,0,0,0,1,1,0,0
0088_01,Mars,True,E/5/S,PSO J318.5-22,45.0,False,0.0,0.0,0.0,0.0,0.0,Stmeal Sacre,True,E/5/S,5.0,E,S,88.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0,0.0,"(41.0, 49.0]",0,0,0,0,0,1,0,0,0,0,1,0,0,0,1
0090_01,Earth,True,G/15/S,TRAPPIST-1e,35.0,False,0.0,0.0,0.0,0.0,0.0,Heremy Santry,True,G/15/S,15.0,G,S,90.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0,0.0,"(31.0, 35.0]",0,0,0,0,0,0,0,1,0,0,0,1,1,0,0
